ensembl	symbol	IPC-DMSO-A	IPC-DMSO-B	IPC-DMSO-C	IPC-DMSO-D	IPC-GiB-A	IPC-GiB-B	IPC-GiB-C
ENSG00000162520	SYNC	1056	1364	990	1275	905	965	1053
ENSG00000162521	RBBP4	4619	6089	3518	4821	3425	3823	4043
ENSG00000162522	KIAA1522	1668	2279	1452	2087	1352	1436	1454
ENSG00000162526	TSSK3	41	62	42	50	25	41	26
ENSG00000162542	TMCO4	624	875	496	712	498	521	524
ENSG00000162543	UBXN10	3	12	0	3	4	4	4
ENSG00000162545	CAMK2N1	188	242	168	230	156	168	151
ENSG00000162551	ALPL	1	0	2	0	3	0	0
ENSG00000162552	WNT4	8	10	3	4	5	2	4
ENSG00000162572	SCNN1D	65	80	38	61	40	36	38
ENSG00000162576	MXRA8	3	9	8	6	7	3	1
ENSG00000162585	FAAP20	1163	1746	989	1438	906	978	954
ENSG00000162591	MEGF6	167	230	126	185	104	130	131
ENSG00000162594	IL23R	0	1	1	3	0	3	1
ENSG00000162595	DIRAS3	1	3	1	4	0	2	2
ENSG00000162599	NFIA	642	782	546	724	429	539	549
ENSG00000162600	OMA1	978	1354	757	1072	856	838	925
ENSG00000162601	MYSM1	1283	1958	1024	1636	1380	1211	1366
ENSG00000162604	TM2D1	778	943	609	793	481	552	607
ENSG00000162607	USP1	3648	4743	2847	3942	2616	3052	3078
ENSG00000162613	FUBP1	2503	3448	1916	2722	2087	2148	2491
ENSG00000162614	NEXN	50	49	30	38	32	44	39
ENSG00000162616	DNAJB4	401	609	327	489	301	357	386
ENSG00000162618	ADGRL4	0	0	0	0	1	0	1
ENSG00000162620	LRRIQ3	44	65	47	51	41	43	36
ENSG00000162621	LRRC53	1	1	0	0	2	2	0
ENSG00000162623	TYW3	2209	2791	1573	2317	1512	1802	1790
ENSG00000162624	LHX8	0	0	0	0	0	1	0
ENSG00000162627	SNX7	2060	2648	1528	2265	1406	1491	1644
ENSG00000162630	B3GALT2	15	14	14	7	6	15	14
ENSG00000162631	NTNG1	5	0	0	0	1	0	1
ENSG00000162636	FAM102B	5904	7861	4614	6717	4512	4693	4885
ENSG00000162639	HENMT1	740	970	625	791	554	599	650
ENSG00000162641	AKNAD1	4	12	2	6	2	1	2
ENSG00000162642	C1orf52	301	398	229	270	195	195	234
ENSG00000162643	DNAI3	29	33	40	36	14	19	20
ENSG00000162645	GBP2	23	39	21	30	25	43	27
ENSG00000162650	ATXN7L2	220	314	188	257	172	116	185
ENSG00000162654	GBP4	19	26	14	18	17	14	21
ENSG00000162664	ZNF326	1136	1586	865	1215	861	950	1057
ENSG00000162669	HFM1	13	28	19	16	13	24	6
ENSG00000162670	BRINP3	22	32	19	32	17	18	17
ENSG00000162676	GFI1	10	14	14	16	9	17	8
ENSG00000162687	KCNT2	21	24	1	1	20	13	17
ENSG00000162688	AGL	2121	3040	1772	2545	1917	1974	2078
ENSG00000162694	EXTL2	1481	1841	1168	1728	1143	1210	1149
ENSG00000162695	SLC30A7	1718	2371	1397	1975	1448	1439	1505
ENSG00000162702	ZNF281	1124	1619	936	1447	1014	1120	1323
ENSG00000162704	ARPC5	4629	6826	3398	5198	3250	3593	4047
ENSG00000162706	CADM3	420	612	320	452	226	276	299
ENSG00000162711	NLRP3	19	24	11	17	18	27	14
ENSG00000162714	ZNF496	757	919	510	781	518	622	588
ENSG00000162722	TRIM58	24	17	18	26	16	14	25
ENSG00000162723	SLAMF9	58	101	56	71	60	60	63
ENSG00000162728	KCNJ9	2	1	2	2	0	0	1
ENSG00000162729	IGSF8	4921	6394	4038	6072	3576	4062	3917
ENSG00000162733	DDR2	4440	6201	3941	5578	3695	3912	4076
ENSG00000162734	PEA15	6647	9356	4897	7157	4610	5044	5811
ENSG00000162735	PEX19	1542	1974	1242	1686	1175	1205	1260
ENSG00000162736	NCSTN	2396	3056	1825	2802	1586	1874	1798
ENSG00000162738	VANGL2	285	393	240	341	195	212	242
ENSG00000162745	OLFML2B	16	14	6	14	15	16	19
ENSG00000162746	FCRLB	9	15	17	6	19	11	16
ENSG00000162747	FCGR3B	0	1	0	0	0	0	0
ENSG00000162753	SLC9C2	0	2	0	0	1	1	0
ENSG00000162757	C1orf74	255	393	213	317	212	222	252
ENSG00000162769	FLVCR1	916	1301	725	1073	689	817	822
ENSG00000162772	ATF3	47	96	56	82	42	64	55
ENSG00000162775	RBM15	702	1042	554	845	664	694	688
ENSG00000162777	DENND2D	24	29	15	30	16	22	23
ENSG00000162779	AXDND1	0	0	3	0	2	0	0
ENSG00000162782	TDRD5	0	0	0	1	0	0	0
ENSG00000162783	IER5	571	762	383	645	393	488	451
ENSG00000162804	SNED1	95	145	108	148	71	98	87
ENSG00000162813	BPNT1	3794	4832	2927	4233	2896	3105	3333
ENSG00000162814	SPATA17	6	14	4	10	4	4	1
ENSG00000162817	C1orf115	499	692	387	621	377	406	413
ENSG00000162819	BROX	1871	2488	1450	2022	1440	1511	1664
ENSG00000162825	NBPF20	663	981	572	765	633	563	639
ENSG00000162836	ACP6	817	1053	682	977	649	643	771
ENSG00000162843	WDR64	0	0	1	0	0	0	0
ENSG00000162849	KIF26B	12	8	7	6	6	6	5
ENSG00000162851	TFB2M	1241	1676	970	1359	958	1093	1262
ENSG00000162852	CNST	1665	2478	1387	2114	1407	1455	1518
ENSG00000162869	PPP1R21	862	1164	707	1006	637	678	760
ENSG00000162878	PKDCC	5	0	2	9	2	0	5
ENSG00000162881	OXER1	0	3	0	0	0	0	0
ENSG00000162882	HAAO	1	0	0	0	0	0	0
ENSG00000162885	B3GALNT2	1117	1393	823	1185	814	864	976
ENSG00000162889	MAPKAPK2	2168	2824	1742	2543	1728	1757	1790
ENSG00000162891	IL20	3	10	2	3	3	0	0
ENSG00000162892	IL24	43276	57386	35690	51405	31717	34851	36168
ENSG00000162894	FCMR	198	305	197	245	162	188	217
ENSG00000162896	PIGR	8	10	3	7	5	9	7
ENSG00000162909	CAPN2	10314	13928	7918	11618	7645	8312	8951
ENSG00000162910	MRPL55	655	889	527	753	496	549	622
ENSG00000162923	WDR26	2486	3607	2171	3005	2146	2269	2242
ENSG00000162924	REL	471	579	404	536	449	465	462
ENSG00000162927	PUS10	235	318	235	233	194	229	219
ENSG00000162928	PEX13	1151	1434	914	1227	836	969	1067
ENSG00000162929	SANBR	682	886	518	773	450	511	646
ENSG00000162931	TRIM17	19	13	4	16	3	9	6
ENSG00000162944	RFTN2	260	303	209	291	204	210	198
ENSG00000162946	DISC1	299	413	271	445	269	258	274
ENSG00000162959	MEMO1	1484	1901	1131	1567	1141	1191	1421
ENSG00000162961	DPY30	1409	1815	1036	1460	913	1032	1317
ENSG00000162971	TYW5	281	436	207	342	266	262	237
ENSG00000162972	MAIP1	710	948	544	746	534	591	629
ENSG00000162975	KCNF1	0	1	0	0	0	0	0
ENSG00000162976	SLC66A3	594	833	507	689	432	508	505
ENSG00000162980	ARL5A	2165	2830	1756	2410	1671	1712	1887
ENSG00000162989	KCNJ3	2	2	3	2	1	4	0
ENSG00000162994	CLHC1	57	89	60	62	55	55	53
ENSG00000162998	FRZB	173	204	145	161	98	106	129
ENSG00000162999	DUSP19	240	308	196	281	209	206	238
ENSG00000163001	CFAP36	1058	1332	825	1157	755	837	922
ENSG00000163002	NUP35	967	1097	736	1083	679	773	871
ENSG00000163006	CCDC138	355	476	268	350	283	280	331
ENSG00000163012	ZSWIM2	0	1	0	0	0	0	0
ENSG00000163013	FBXO41	929	1230	753	1071	644	740	749
ENSG00000163017	ACTG2	19	33	17	19	11	19	23
ENSG00000163026	WDCP	615	827	479	756	492	607	595
ENSG00000163029	SMC6	1922	2545	1660	2283	1669	1720	1825
ENSG00000163032	VSNL1	1	0	1	3	0	1	1
ENSG00000163040	CCDC74A	26	23	16	16	12	18	26
ENSG00000163041	H3-3A	8817	10566	7070	9638	6279	6605	7250
ENSG00000163050	COQ8A	1316	1761	1074	1485	1052	1004	1049
ENSG00000163053	SLC16A14	0	0	1	0	0	0	0
ENSG00000163064	EN1	7	4	0	2	1	0	1
ENSG00000163069	SGCB	1737	2290	1375	1960	1304	1365	1414
ENSG00000163071	SPATA18	0	3	0	1	0	0	1
ENSG00000163072	NOSTRIN	19	20	13	22	20	19	15
ENSG00000163075	CFAP221	2	1	1	1	0	1	2
ENSG00000163082	SGPP2	58	71	41	43	39	47	56
ENSG00000163083	INHBB	0	0	0	1	0	1	0
ENSG00000163092	XIRP2	0	1	0	3	1	2	1
ENSG00000163093	BBS5	723	962	657	798	493	608	578
ENSG00000163104	SMARCAD1	1700	2266	1365	1863	1322	1451	1521
ENSG00000163110	PDLIM5	2481	3601	2073	2915	2185	2236	2433
ENSG00000163116	STPG2	3	12	6	4	1	3	1
ENSG00000163121	NEURL3	2	3	0	0	2	2	1
ENSG00000163125	RPRD2	1109	1457	866	1188	926	1009	1164
ENSG00000163126	ANKRD23	167	166	124	159	96	77	75
ENSG00000163131	CTSS	133	240	92	130	104	132	138
ENSG00000163132	MSX1	208	276	187	259	149	159	175
ENSG00000163138	PACRGL	546	678	390	560	398	416	428
ENSG00000163141	BNIPL	13	6	8	11	9	6	13
ENSG00000163154	TNFAIP8L2	2	3	1	2	4	1	5
ENSG00000163155	LYSMD1	207	280	167	228	131	158	193
ENSG00000163156	SCNM1	593	660	451	658	435	477	493
ENSG00000163157	TMOD4	7	11	0	5	4	3	2
ENSG00000163159	VPS72	1554	2160	1234	1801	1123	1370	1486
ENSG00000163161	ERCC3	2582	3527	1983	2904	1966	2170	2338
ENSG00000163162	RNF149	1610	2021	1167	1685	1146	1254	1340
ENSG00000163166	IWS1	2712	3633	2157	3254	2058	2411	2433
ENSG00000163170	BOLA3	1322	1579	982	1387	886	1022	1151
ENSG00000163171	CDC42EP3	5694	7621	4788	6863	4587	4813	5082
ENSG00000163191	S100A11	5962	7549	4441	6382	4134	4498	4632
ENSG00000163214	DHX57	1324	1859	1057	1589	1049	1112	1217
ENSG00000163216	SPRR2D	1	2	0	0	0	0	0
ENSG00000163217	BMP10	0	1	0	0	0	0	0
ENSG00000163219	ARHGAP25	0	4	1	3	0	2	3
ENSG00000163235	TGFA	1	3	2	5	3	9	2
ENSG00000163239	TDRD10	58	42	39	35	39	34	36
ENSG00000163249	CCNYL1	1011	1347	888	1190	777	899	850
ENSG00000163251	FZD5	395	594	321	495	354	376	388
ENSG00000163257	DCAF16	1838	2357	1503	2130	1499	1510	1636
ENSG00000163263	CFAP141	2	1	0	1	4	1	1
ENSG00000163273	NPPC	71	67	48	67	36	31	42
ENSG00000163281	GNPDA2	939	1246	690	1027	750	784	851
ENSG00000163291	PAQR3	396	620	345	446	354	379	530
ENSG00000163293	NIPAL1	45	74	43	61	31	48	43
ENSG00000163297	ANTXR2	373	548	322	432	307	329	378
ENSG00000163312	HELQ	291	367	211	323	209	200	260
ENSG00000163319	MRPS18C	793	1023	580	877	627	643	791
ENSG00000163320	CGGBP1	8042	10910	6362	9280	6317	6504	6987
ENSG00000163322	ABRAXAS1	250	369	274	405	240	240	239
ENSG00000163328	GPR155	690	917	613	884	560	559	519
ENSG00000163331	DAPL1	3	0	0	1	0	1	0
ENSG00000163344	PMVK	915	1228	681	869	626	654	767
ENSG00000163346	PBXIP1	715	974	656	845	524	537	586
ENSG00000163347	CLDN1	6	12	6	11	2	4	9
ENSG00000163348	PYGO2	1299	1836	1031	1544	995	1068	1127
ENSG00000163349	HIPK1	3577	5032	3053	4415	3128	3354	3320
ENSG00000163352	LENEP	1	0	0	0	0	0	0
ENSG00000163354	DCST2	0	0	0	6	0	0	0
ENSG00000163357	DCST1	2	2	1	0	2	4	1
ENSG00000163359	COL6A3	4	7	4	2	4	4	4
ENSG00000163362	INAVA	0	3	2	1	0	0	0
ENSG00000163374	YY1AP1	1322	1849	1080	1437	939	1124	1149
ENSG00000163376	KBTBD8	238	304	197	234	182	170	224
ENSG00000163377	TAFA4	0	0	0	0	0	0	1
ENSG00000163378	EOGT	2114	2738	1625	2388	1569	1668	1739
ENSG00000163380	LMOD3	17	14	12	23	13	13	16
ENSG00000163382	NAXE	1919	2700	1545	2206	1512	1529	1703
ENSG00000163389	POGLUT1	562	737	423	541	366	402	524
ENSG00000163393	SLC22A15	664	973	592	877	546	547	607
ENSG00000163395	IGFN1	254	289	183	239	195	199	206
ENSG00000163399	ATP1A1	127805	178923	105533	151722	96926	106646	109638
ENSG00000163406	SLC15A2	26	29	20	30	20	22	18
ENSG00000163412	EIF4E3	4	12	3	6	6	11	7
ENSG00000163421	PROK2	0	0	0	0	1	0	0
ENSG00000163428	LRRC58	6665	9055	5525	7776	5452	5843	5938
ENSG00000163430	FSTL1	3544	4883	3020	4315	2649	2908	3056
ENSG00000163431	LMOD1	1	5	5	2	0	4	2
ENSG00000163435	ELF3	0	2	1	0	0	0	0
ENSG00000163444	TMEM183A	1974	2748	1581	2359	1470	1604	1663
ENSG00000163449	TMEM169	157	157	111	173	88	97	134
ENSG00000163453	IGFBP7	3273	4271	2579	3650	2279	2580	2730
ENSG00000163462	TRIM46	237	299	183	273	175	181	187
ENSG00000163463	KRTCAP2	1296	1736	1064	1460	957	999	1122
ENSG00000163466	ARPC2	14254	18727	11300	16151	10245	11226	12201
ENSG00000163467	TSACC	20	35	17	22	14	28	17
ENSG00000163468	CCT3	14800	20282	11514	16731	11423	12303	13543
ENSG00000163472	TMEM79	80	149	48	112	77	77	92
ENSG00000163479	SSR2	3516	4911	2696	4011	2648	2939	3164
ENSG00000163481	RNF25	980	1274	657	1000	735	699	846
ENSG00000163482	STK36	1117	1485	845	1280	882	963	940
ENSG00000163485	ADORA1	7	17	10	16	6	8	15
ENSG00000163491	NEK10	21	28	8	20	15	11	16
ENSG00000163492	CCDC141	0	1	1	0	0	2	1
ENSG00000163497	FEV	0	1	0	0	0	1	0
ENSG00000163499	CRYBA2	1	4	2	1	1	2	2
ENSG00000163501	IHH	1	2	2	1	0	3	3
ENSG00000163507	CIP2A	1223	1680	996	1545	1004	1091	1014
ENSG00000163508	EOMES	81	96	59	75	62	50	101
ENSG00000163510	CWC22	1289	1743	1030	1405	1027	1117	1095
ENSG00000163512	AZI2	496	724	379	461	356	388	419
ENSG00000163513	TGFBR2	842	1329	691	1094	756	772	780
ENSG00000163516	ANKZF1	735	934	686	854	585	718	662
ENSG00000163517	HDAC11	249	307	206	288	162	184	207
ENSG00000163521	GLB1L	81	106	74	78	73	70	77
ENSG00000163527	STT3B	5500	7664	4400	6357	4182	4699	4770
ENSG00000163528	CHCHD4	659	868	463	631	442	467	594
ENSG00000163530	DPPA2	1	1	0	1	0	0	0
ENSG00000163531	NFASC	0	1	2	0	0	4	0
ENSG00000163535	SGO2	2442	3268	2083	2883	2049	2117	2165
ENSG00000163536	SERPINI1	34	52	29	38	27	33	28
ENSG00000163539	CLASP2	2269	3146	1884	2788	1819	2038	2102
ENSG00000163541	SUCLG1	2867	3903	2307	3378	2291	2446	2564
ENSG00000163545	NUAK2	54	50	32	52	26	33	44
ENSG00000163554	SPTA1	0	0	0	1	0	0	0
ENSG00000163558	PRKCI	612	1059	631	850	569	569	618
ENSG00000163564	PYHIN1	13	8	7	10	11	5	9
ENSG00000163565	IFI16	6260	8363	5082	7339	5269	5819	5893
ENSG00000163568	AIM2	8	11	8	10	5	6	8
ENSG00000163576	EFHB	2	3	1	0	3	1	3
ENSG00000163577	EIF5A2	984	1240	725	1067	757	748	838
ENSG00000163584	RPL22L1	634	656	475	565	346	400	505
ENSG00000163586	FABP1	0	0	0	1	0	0	0
ENSG00000163590	PPM1L	75	118	76	95	63	80	56
ENSG00000163596	ICA1L	141	163	116	172	95	131	106
ENSG00000163599	CTLA4	18	28	14	20	11	14	19
ENSG00000163600	ICOS	2	1	0	3	2	1	1
ENSG00000163602	RYBP	212	301	105	225	214	172	225
ENSG00000163605	PPP4R2	3954	5058	2983	4172	2971	3218	3343
ENSG00000163606	CD200R1	0	0	2	0	0	0	0
ENSG00000163607	GTPBP8	585	883	543	689	491	503	560
ENSG00000163608	NEPRO	885	1258	745	1013	748	756	835
ENSG00000163611	SPICE1	728	931	605	848	560	634	635
ENSG00000163617	CCDC191	56	79	49	64	39	47	62
ENSG00000163618	CADPS	14	29	18	18	13	12	19
ENSG00000163623	NKX6-1	243	304	195	294	169	218	195
ENSG00000163624	CDS1	21	28	20	34	21	23	17
ENSG00000163625	WDFY3	1137	1745	973	1475	1035	1053	1042
ENSG00000163626	COX18	101	223	131	177	110	137	124
ENSG00000163629	PTPN13	2002	2903	1717	2512	1864	1864	1898
ENSG00000163631	ALB	0	3	0	0	0	3	1
ENSG00000163632	C3orf49	1	2	0	4	4	1	2
ENSG00000163633	C4orf36	2	3	2	6	3	4	3
ENSG00000163634	THOC7	2491	2988	1896	2587	1653	1850	2071
ENSG00000163635	ATXN7	1241	1694	998	1432	1052	1108	1154
ENSG00000163636	PSMD6	5225	7034	4092	5714	3719	4177	4590
ENSG00000163637	PRICKLE2	459	728	496	730	479	429	453
ENSG00000163638	ADAMTS9	72	121	87	127	81	88	79
ENSG00000163644	PPM1K	719	869	548	716	598	552	620
ENSG00000163645	ERICH6	2	0	1	2	0	0	1
ENSG00000163655	GMPS	2781	3759	2209	3055	2279	2519	2548
ENSG00000163659	TIPARP	820	1137	703	992	664	686	704
ENSG00000163660	CCNL1	377	399	303	366	269	286	342
ENSG00000163661	PTX3	28	24	28	22	18	25	20
ENSG00000163666	HESX1	12	17	3	14	7	8	9
ENSG00000163681	SLMAP	1542	2017	1305	1921	1246	1390	1475
ENSG00000163682	RPL9	14899	20107	12393	17027	11348	12106	14247
ENSG00000163683	SMIM14	719	908	619	892	516	589	596
ENSG00000163684	RPP14	989	1282	704	1041	763	856	933
ENSG00000163686	ABHD6	922	1159	802	1149	672	751	843
ENSG00000163689	CFAP20DC	1405	1999	1236	1767	1162	1234	1293
ENSG00000163694	RBM47	26	27	24	43	14	25	35
ENSG00000163697	APBB2	55	75	50	64	47	53	46
ENSG00000163701	IL17RE	48	53	0	13	0	0	0
ENSG00000163702	IL17RC	1004	1317	693	1089	662	818	809
ENSG00000163703	CRELD1	210	430	235	344	243	235	288
ENSG00000163704	PRRT3	80	101	49	77	31	56	62
ENSG00000163705	FANCD2OS	0	0	0	2	1	0	4
ENSG00000163710	PCOLCE2	289	396	186	309	200	192	244
ENSG00000163714	U2SURP	2506	3541	2254	3125	2025	2361	2402
ENSG00000163719	MTMR14	1536	2313	1147	1755	1178	1247	1381
ENSG00000163728	TTC14	1671	2270	1348	1899	1358	1402	1547
ENSG00000163734	CXCL3	0	3	0	1	2	1	0
ENSG00000163735	CXCL5	0	0	0	0	0	0	1
ENSG00000163738	MTHFD2L	20	0	11	19	13	5	13
ENSG00000163739	CXCL1	32	43	31	27	19	18	23
ENSG00000163743	RCHY1	372	604	293	449	345	345	388
ENSG00000163746	PLSCR2	1	1	1	1	0	1	1
ENSG00000163754	GYG1	2105	2791	1648	2483	1568	1688	1784
ENSG00000163755	HPS3	1442	2108	1306	1910	1230	1257	1321
ENSG00000163762	TM4SF18	430	551	341	509	344	350	368
ENSG00000163781	TOPBP1	4119	5800	3394	4777	3434	3610	3732
ENSG00000163785	RYK	1992	2735	1683	2386	1592	1671	1845
ENSG00000163788	SNRK	1273	1885	1105	1572	1109	1202	1191
ENSG00000163792	TCF23	13	22	11	16	12	9	14
ENSG00000163794	UCN	14	19	15	19	8	16	11
ENSG00000163795	ZNF513	550	738	412	586	378	425	425
ENSG00000163798	SLC4A1AP	1359	1878	1173	1602	1155	1286	1271
ENSG00000163803	PLB1	7	5	5	6	1	5	4
ENSG00000163806	SPDYA	9	13	13	10	8	12	8
ENSG00000163807	KIAA1143	1286	1802	1103	1630	1067	1104	1200
ENSG00000163808	KIF15	884	1182	711	1086	736	726	791
ENSG00000163810	TGM4	0	0	1	0	1	0	0
ENSG00000163811	WDR43	3689	4838	2728	4070	2943	3002	3264
ENSG00000163812	ZDHHC3	1810	2558	1504	2079	1372	1413	1536
ENSG00000163814	CDCP1	1399	1982	1207	1842	1105	1274	1233
ENSG00000163815	CLEC3B	2	0	0	0	0	0	1
ENSG00000163817	SLC6A20	8	12	8	12	3	6	9
ENSG00000163818	LZTFL1	124	234	120	168	149	85	83
ENSG00000163820	FYCO1	3411	4874	2852	4144	2998	3214	3281
ENSG00000163823	CCR1	23	26	13	21	16	10	20
ENSG00000163825	RTP3	0	1	0	0	1	0	0
ENSG00000163827	LRRC2	34	64	32	44	34	42	44
ENSG00000163832	ELP6	958	1406	778	1083	745	775	931
ENSG00000163833	FBXO40	2	9	2	2	2	3	1
ENSG00000163840	DTX3L	2447	3390	2013	2967	2215	2324	2441
ENSG00000163848	ZNF148	1490	2098	1158	1762	1272	1309	1459
ENSG00000163864	NMNAT3	859	1177	711	975	664	671	781
ENSG00000163866	SMIM12	1764	2451	1340	1905	1274	1334	1572
ENSG00000163867	ZMYM6	850	1273	668	965	628	795	812
ENSG00000163870	TPRA1	1254	1562	1130	1530	920	1012	1050
ENSG00000163872	YEATS2	2581	3585	2225	3290	2144	2201	2289
ENSG00000163874	ZC3H12A	142	189	121	152	102	78	107
ENSG00000163875	MEAF6	1195	1771	943	1309	896	969	1116
ENSG00000163877	SNIP1	504	778	435	665	547	553	560
ENSG00000163879	DNALI1	34	55	38	44	41	32	35
ENSG00000163882	POLR2H	1684	2239	1176	1861	1204	1260	1594
ENSG00000163884	KLF15	227	262	192	265	176	194	208
ENSG00000163888	CAMK2N2	14	20	13	12	12	15	14
ENSG00000163898	LIPH	6	13	3	14	8	6	3
ENSG00000163900	TMEM41A	749	1000	599	923	538	634	661
ENSG00000163902	RPN1	12002	16729	9702	13814	9092	9720	10625
ENSG00000163904	SENP2	1019	1434	869	1118	757	879	919
ENSG00000163913	IFT122	260	466	202	291	131	185	207
ENSG00000163918	RFC4	1411	1962	1128	1657	1124	1203	1297
ENSG00000163923	RPL39L	843	1083	667	955	578	634	721
ENSG00000163930	BAP1	4079	5566	3218	4711	3021	3322	3707
ENSG00000163931	TKT	17712	24113	14287	20898	13536	13949	15830
ENSG00000163932	PRKCD	3964	5463	3368	4850	3131	3336	3433
ENSG00000163933	RFT1	811	1088	629	931	587	666	707
ENSG00000163935	SFMBT1	621	920	485	767	515	542	578
ENSG00000163938	GNL3	3712	4619	2883	3902	2796	3010	3463
ENSG00000163939	PBRM1	3338	4656	2716	3930	2828	2911	3198
ENSG00000163945	UVSSA	1196	1569	982	1440	899	903	1017
ENSG00000163946	TASOR	2556	4170	2105	3129	2277	2466	2467
ENSG00000163947	ARHGEF3	1028	1371	875	1239	810	829	886
ENSG00000163950	SLBP	3040	3971	2237	3356	2241	2455	2599
ENSG00000163956	LRPAP1	1703	2181	1302	1812	1231	1376	1471
ENSG00000163958	ZDHHC19	6	0	0	1	1	0	0
ENSG00000163959	SLC51A	14	9	5	14	8	11	10
ENSG00000163960	UBXN7	2028	2791	1706	2399	1656	1773	1861
ENSG00000163961	RNF168	1211	1531	912	1260	866	1005	1052
ENSG00000163964	PIGX	1246	1655	1066	1396	959	1058	1085
ENSG00000163975	MELTF	14516	19183	11202	16504	10589	11584	12517
ENSG00000163982	OTOP1	1	0	0	2	1	0	1
ENSG00000163993	S100P	1	0	0	0	0	1	0
ENSG00000163995	ABLIM2	1	1	0	1	0	1	1
ENSG00000164002	EXO5	314	408	249	315	227	241	238
ENSG00000164007	CLDN19	0	1	0	0	1	2	0
ENSG00000164008	C1orf50	216	308	197	274	146	163	198
ENSG00000164010	ERMAP	72	67	56	72	49	56	61
ENSG00000164011	ZNF691	268	346	202	244	205	211	245
ENSG00000164022	AIMP1	2666	3561	2187	3045	2250	2361	2510
ENSG00000164023	SGMS2	527	768	442	603	448	448	482
ENSG00000164024	METAP1	2094	2713	1479	2223	1572	1682	1820
ENSG00000164031	DNAJB14	1599	2232	1252	1735	1281	1356	1433
ENSG00000164032	H2AZ1	23785	32636	17951	24685	16215	18625	21443
ENSG00000164037	SLC9B1	7	3	6	5	1	2	0
ENSG00000164038	SLC9B2	651	999	543	836	534	607	626
ENSG00000164039	BDH2	707	875	494	731	526	575	617
ENSG00000164040	PGRMC2	2867	3843	2283	3334	2145	2382	2612
ENSG00000164045	CDC25A	1491	2100	1087	1641	1147	1159	1445
ENSG00000164047	CAMP	0	0	0	2	1	0	1
ENSG00000164048	ZNF589	306	411	233	360	265	251	268
ENSG00000164049	FBXW12	2	0	0	0	0	1	0
ENSG00000164050	PLXNB1	648	880	542	918	519	534	452
ENSG00000164051	CCDC51	601	782	453	606	382	470	587
ENSG00000164053	ATRIP	607	731	467	693	386	435	492
ENSG00000164054	SHISA5	3862	5087	3017	4441	2826	3006	3086
ENSG00000164056	SPRY1	336	417	329	485	308	342	288
ENSG00000164061	BSN	37	36	33	43	33	28	33
ENSG00000164062	APEH	6406	8703	5037	7335	4821	5187	5614
ENSG00000164066	INTU	238	293	197	223	176	214	193
ENSG00000164068	RNF123	1612	2259	1246	1862	1255	1333	1417
ENSG00000164070	HSPA4L	1079	1452	850	1244	880	944	986
ENSG00000164073	MFSD8	307	451	240	389	223	231	284
ENSG00000164074	ABHD18	318	402	222	316	236	270	272
ENSG00000164076	CAMKV	16	16	7	7	4	9	0
ENSG00000164077	MON1A	553	761	425	679	453	447	512
ENSG00000164078	MST1R	1	2	0	0	2	0	0
ENSG00000164080	RAD54L2	1243	1720	989	1402	952	1015	1219
ENSG00000164081	TEX264	1668	2177	1256	1908	1227	1297	1477
ENSG00000164086	DUSP7	996	1311	747	1135	780	806	898
ENSG00000164087	POC1A	844	1141	642	842	589	675	734
ENSG00000164088	PPM1M	325	386	255	335	216	296	241
ENSG00000164089	ETNPPL	45	88	33	60	34	38	41
ENSG00000164091	WDR82	4936	7202	3937	5499	3815	4019	4437
ENSG00000164093	PITX2	6	17	6	10	3	1	14
ENSG00000164096	C4orf3	2223	2731	1826	2499	1483	1728	1819
ENSG00000164099	PRSS12	444	557	376	494	330	415	350
ENSG00000164100	NDST3	0	3	0	1	2	0	0
ENSG00000164104	HMGB2	3964	4794	2953	4000	2778	3012	3179
ENSG00000164105	SAP30	572	691	431	616	438	483	526
ENSG00000164106	SCRG1	36	45	22	36	17	14	28
ENSG00000164107	HAND2	5	13	6	9	6	5	8
ENSG00000164109	MAD2L1	1761	2322	1353	1753	1244	1421	1464
ENSG00000164111	ANXA5	32566	44044	25207	36010	23703	25580	27601
ENSG00000164114	MAP9	397	498	321	424	302	325	331
ENSG00000164116	GUCY1A1	7	8	0	13	3	1	3
ENSG00000164117	FBXO8	583	759	455	666	433	443	484
ENSG00000164118	CEP44	514	641	407	602	430	395	443
ENSG00000164120	HPGD	191	208	150	228	133	138	198
ENSG00000164122	ASB5	1	0	0	2	0	0	2
ENSG00000164123	C4orf45	2	2	1	2	0	0	0
ENSG00000164124	TMEM144	436	590	332	539	297	361	375
ENSG00000164125	GASK1B	869	1153	693	983	595	755	731
ENSG00000164134	NAA15	3738	4770	3086	4242	3048	3356	3352
ENSG00000164136	IL15	40	63	39	58	26	35	47
ENSG00000164142	FHIP1A	193	250	190	292	180	184	201
ENSG00000164144	ARFIP1	1230	1743	963	1413	1040	1058	1201
ENSG00000164151	ICE1	2140	2946	1759	2603	1796	1922	1970
ENSG00000164161	HHIP	0	4	2	4	5	3	5
ENSG00000164162	ANAPC10	213	236	143	187	153	168	171
ENSG00000164163	ABCE1	5632	7723	4443	6329	4512	4711	5159
ENSG00000164164	OTUD4	2381	3307	1930	2627	1986	2084	2195
ENSG00000164167	LSM6	160	214	154	154	88	115	142
ENSG00000164168	TMEM184C	1287	1944	1087	1510	1076	1178	1214
ENSG00000164169	PRMT9	274	388	229	297	260	264	244
ENSG00000164171	ITGA2	573	829	541	748	512	532	511
